id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,formation_place,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_freekick_cross,accurate_fwd_zone_pass,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_right,att_freekick_total,att_ibox_miss,att_lf_total,att_lg_centre,att_miss_high,att_miss_left,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_target,att_rf_total,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,duel_lost,duel_won,effective_blocked_cross,effective_clearance,final_third_entries,fouled_final_third,fouls,freekick_cross,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,hand_ball,head_pass,interception,interception_won,last_man_tackle,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,second_goal_assist,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_flick_on,accurate_launches,accurate_pull_back,accurate_through_ball,att_bx_centre,att_goal_high_left,att_hd_goal,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_target,att_lf_target,att_miss_right,att_obox_post,att_post_high,big_chance_created,big_chance_missed,big_chance_scored,clean_sheet,draws,effective_head_clearance,error_lead_to_shot,goals,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,hit_woodwork,interceptions_in_box,offside_provoked,overrun,penalty_conceded,penalty_won,pen_goals_conceded,post_scoring_att,shield_ball_oop,six_yard_block,total_fastbreak,total_flick_on,total_pull_back,total_through_ball,att_bx_left,att_miss_high_left,att_one_on_one,att_sv_high_centre,assist_pass_lost,att_cmiss_left,att_cmiss_right,att_fastbreak,att_freekick_goal,att_freekick_miss,att_freekick_target,att_goal_low_right,att_hd_miss,att_hd_target,att_ibox_post,att_lf_goal,att_miss_high_right,att_obox_goal,att_obxd_right,att_obx_right,att_post_right,att_rf_goal,att_setpiece,shot_fastbreak,att_sv_high_right,att_cmiss_high_left,att_goal_high_right,assist_penalty_won,att_cmiss_high,att_goal_low_centre,att_sv_high_left,error_lead_to_goal,foul_throw_in,att_goal_high_centre,att_goal_low_left,att_lg_right,att_obxd_left,att_pen_goal,att_pen_target,goal_assist_deadball,goal_assist_setplay,att_hd_post,clearance_off_line,own_goals,att_freekick_post,attempts_ibox,att_cmiss_high_right,att_obp_goal,att_obx_left,att_post_left,touches_in_opp_box,red_card,second_yellow,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,dive_save,diving_save,goal_kicks,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,stand_catch,total_keeper_sweeper,assist_attempt_saved,attempts_obox,goal_fastbreak,cross_not_claimed,dive_catch,gk_smother,good_high_claim,penalty_faced,penalty_save,stand_save,total_high_claim,assist_blocked_shot,assist_free_kick_won,assist_handball_won,assist_own_goal,att_lg_left,dangerous_play,att_pen_miss,assist_post,att_pen_post
4762,104590.0,José Campaña,José,Campaña,1993-05-31,Spain,Spain,24.0,M,Centre Central Midfielder,22,0.0,84.0,4.0,1.0,4.0,3.0,2.0,80.0,4.0,9.0,160.0,1.0,3.0,2.0,6.0,,27.0,19.0,1.0,1.0,,2.0,,1.0,,2.0,,1.0,3.0,1.0,4.0,3.0,1.0,4.0,,1.0,,27.0,19.0,1.0,9.0,1.0,4.0,4.0,2.0,,10.0,22.0,17.0,1.0,2.0,26.0,2.0,3.0,5.0,51.0,4.0,6.0,5.0,1.0,,6.0,4.0,4.0,,35.0,19.0,12.0,5.0,1.0,311.0,,3.0,1.0,188.0,,22.0,19.0,10.0,60.0,60.0,2.0,8.0,9.0,9.0,82.0,,3.0,39.0,153.0,3.0,3.0,94.0,11.0,2.0,4.0,4.0,11.0,7.0,54.0,112.0,,5.0,13.0,,195.0,5.0,4.0,2.0,8.0,1.0,256.0,6.0,6.0,5.0,1.0,2.0,2.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,2.0,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4254,298499.0,Joel Campbell,Joel,Campbell,1992-06-26,Costa Rica,Costa Rica,8.0,F,Forward,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4843,266708.0,Etienne Capoue,Etienne,Capoue,1988-07-11,France,France,6.0,M,Midfielder,22,0.0,200.0,10.0,,,,,156.0,19.0,33.0,356.0,1.0,14.0,11.0,12.0,6.0,60.0,35.0,3.0,,,,1.0,3.0,,1.0,1.0,,2.0,2.0,4.0,4.0,1.0,3.0,2.0,,,50.0,47.0,3.0,16.0,,12.0,,1.0,1.0,11.0,57.0,52.0,3.0,23.0,43.0,,15.0,,137.0,8.0,11.0,10.0,1.0,,24.0,30.0,30.0,,132.0,83.0,57.0,4.0,4.0,686.0,1.0,2.0,3.0,410.0,3.0,44.0,55.0,3.0,88.0,88.0,1.0,29.0,17.0,16.0,104.0,,3.0,39.0,343.0,12.0,3.0,211.0,20.0,23.0,14.0,,2.0,2.0,61.0,214.0,10.0,19.0,49.0,,423.0,6.0,4.0,4.0,25.0,1.0,567.0,3.0,3.0,8.0,8.0,9.0,2.0,20.0,1.0,1.0,1.0,,,2.0,,,,,1.0,,1.0,,,,,,1.0,2.0,,13.0,1.0,1.0,,,,,13.0,,2.0,3.0,,,,1.0,,,,,5.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3563,264353.0,Carlos Cuellar,Carlos Javier,Cuéllar Jiménez,1981-08-23,Spain,Spain,,D,Defender,22,0.0,58.0,1.0,,,,,13.0,,6.0,71.0,2.0,3.0,7.0,4.0,,25.0,51.0,,1.0,,,,,,,,,,,,,,,,,,16.0,7.0,3.0,4.0,,3.0,,1.0,,,7.0,20.0,3.0,36.0,13.0,,2.0,,42.0,4.0,7.0,7.0,,1.0,8.0,3.0,3.0,,21.0,28.0,11.0,3.0,3.0,342.0,,1.0,,92.0,7.0,9.0,10.0,1.0,29.0,29.0,,5.0,2.0,4.0,18.0,,,3.0,67.0,3.0,1.0,64.0,8.0,36.0,1.0,,1.0,1.0,16.0,34.0,14.0,,18.0,,97.0,,1.0,,9.0,3.0,168.0,1.0,1.0,3.0,1.0,1.0,,8.0,,,5.0,,,,,,,,,,,,,,,,,,,26.0,,,,,,,26.0,,2.0,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,143401.0,Carlton Cole,Carlton,Cole,1983-10-12,England,England,10.0,F,Centre Striker,22,0.0,21.0,3.0,,,,,115.0,16.0,2.0,136.0,,87.0,58.0,26.0,4.0,113.0,85.0,7.0,,1.0,,5.0,9.0,,1.0,2.0,,3.0,,3.0,16.0,2.0,6.0,3.0,1.0,,40.0,15.0,,9.0,2.0,3.0,,4.0,,30.0,140.0,77.0,,20.0,45.0,6.0,23.0,,85.0,9.0,13.0,12.0,1.0,,119.0,2.0,2.0,,60.0,19.0,14.0,14.0,2.0,845.0,4.0,3.0,10.0,229.0,2.0,38.0,34.0,28.0,182.0,182.0,3.0,2.0,10.0,9.0,55.0,,9.0,63.0,125.0,6.0,7.0,23.0,6.0,20.0,7.0,,4.0,4.0,148.0,221.0,,19.0,5.0,10.0,240.0,21.0,6.0,17.0,6.0,,397.0,39.0,39.0,11.0,7.0,3.0,4.0,4.0,1.0,21.0,,,,11.0,1.0,,5.0,2.0,6.0,4.0,1.0,4.0,,,1.0,3.0,5.0,,5.0,16.0,,6.0,5.0,,,,16.0,1.0,,,,,,,1.0,,,1.0,80.0,,1.0,2.0,,1.0,,1.0,,,1.0,,,,2.0,3.0,1.0,1.0,4.0,1.0,,,,,2.0,2.0,1.0,,,,,,2.0,,,,,1.0,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
1634,4242.0,Michael Carrick,Michael,Carrick,1981-07-28,England,England,16.0,M,Centre Central Midfielder,22,116.0,769.0,70.0,,2.0,2.0,,1050.0,32.0,173.0,1817.0,6.0,12.0,24.0,29.0,9.0,177.0,142.0,28.0,,,,1.0,4.0,,2.0,1.0,5.0,5.0,3.0,13.0,13.0,4.0,12.0,2.0,,2.0,178.0,223.0,,44.0,6.0,23.0,,3.0,4.0,14.0,62.0,110.0,,57.0,329.0,2.0,12.0,,690.0,26.0,30.0,25.0,5.0,,88.0,80.0,80.0,1.0,644.0,293.0,232.0,10.0,12.0,2413.0,12.0,16.0,5.0,1997.0,10.0,256.0,267.0,49.0,270.0,270.0,8.0,82.0,133.0,44.0,539.0,,6.0,471.0,1763.0,16.0,28.0,817.0,121.0,57.0,7.0,,7.0,7.0,601.0,1241.0,12.0,33.0,218.0,,2051.0,17.0,1.0,3.0,61.0,6.0,2376.0,12.0,12.0,22.0,14.0,6.0,4.0,43.0,5.0,3.0,1.0,,,2.0,1.0,,1.0,1.0,,1.0,,3.0,,,,,,10.0,5.0,22.0,1.0,1.0,1.0,,,,22.0,,5.0,3.0,,,,3.0,,,,,7.0,,2.0,,,,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4430,287701.0,Tom Carroll,Tom,Carroll,1992-05-28,England,England,25.0,M,Centre Central Midfielder,22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4259,261587.0,Samir Carruthers,Samir,Carruthers,1993-04-04,Ireland,Ireland,,M,Attacking Midfielder,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2949,5473.0,Lee Cattermole,Lee,Cattermole,1988-03-21,England,England,6.0,M,Centre Defensive Midfielder,22,0.0,335.0,68.0,,1.0,1.0,,372.0,27.0,99.0,706.0,3.0,19.0,23.0,24.0,10.0,161.0,159.0,12.0,,,,2.0,1.0,,1.0,,4.0,1.0,1.0,7.0,9.0,1.0,12.0,,,1.0,93.0,122.0,4.0,24.0,6.0,37.0,,2.0,4.0,20.0,108.0,114.0,4.0,31.0,149.0,1.0,33.0,,272.0,21.0,28.0,24.0,4.0,1.0,64.0,40.0,40.0,,243.0,142.0,96.0,12.0,5.0,1757.0,6.0,6.0,3.0,826.0,14.0,105.0,136.0,21.0,200.0,200.0,1.0,48.0,73.0,24.0,246.0,,4.0,156.0,681.0,11.0,12.0,369.0,109.0,31.0,7.0,,6.0,6.0,220.0,491.0,14.0,28.0,131.0,,854.0,13.0,8.0,3.0,63.0,3.0,1126.0,20.0,20.0,23.0,7.0,6.0,3.0,51.0,6.0,1.0,4.0,,2.0,5.0,,,,2.0,,1.0,1.0,,,1.0,2.0,1.0,,5.0,5.0,14.0,1.0,1.0,1.0,,,,14.0,1.0,,,1.0,,,1.0,1.0,1.0,,1.0,1.0,,3.0,,2.0,,,,,,1.0,,,,1.0,,,1.0,,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2651,266361.0,Petr Cech,Petr,Cech,1982-05-20,Czech Republic,Czech Republic,1.0,G,Goalkeeper,22,34.0,206.0,3.0,,,,,80.0,,137.0,286.0,,1.0,8.0,34.0,,192.0,153.0,1.0,1.0,,,,,,,,,,,,,,,,,,,266.0,,,,,,,,,1.0,9.0,,22.0,203.0,,,,414.0,34.0,24.0,22.0,2.0,,2.0,,,,51.0,490.0,149.0,5.0,26.0,3060.0,,2.0,,392.0,,45.0,57.0,19.0,374.0,374.0,,32.0,,,78.0,,,29.0,225.0,,2.0,235.0,5.0,22.0,1.0,,,,130.0,308.0,292.0,,384.0,,543.0,,,,,,1084.0,,,3.0,23.0,1.0,,,,,90.0,,,,,,,,,,,,,,,,,16.0,6.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,128.0,12.0,144.0,24.0,43.0,240.0,197.0,146.0,12.0,46.0,34.0,81.0,10.0,12.0,,,,3.0,10.0,5.0,37.0,,,,37.0,,,,,,,,,
5559,48246.0,Bersant Celina,Bersant,Celina,1996-09-09,Kosovo,Kosovo,43.0,M,Left/Centre/Right Attacking Midfielder,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4825,258544.0,Ondrej Celustka,Ondrej,Celustka,1989-06-18,Czech Republic,Czech Republic,3.0,D,Defender,22,54.0,193.0,12.0,,5.0,5.0,,234.0,7.0,16.0,422.0,101.0,19.0,24.0,21.0,2.0,126.0,110.0,3.0,,1.0,,1.0,,,,1.0,1.0,2.0,2.0,5.0,4.0,3.0,7.0,,,1.0,85.0,36.0,10.0,23.0,1.0,10.0,,26.0,22.0,12.0,61.0,67.0,10.0,47.0,89.0,,12.0,,255.0,14.0,22.0,20.0,2.0,,56.0,12.0,12.0,,189.0,114.0,56.0,11.0,15.0,1331.0,1.0,2.0,3.0,545.0,3.0,18.0,211.0,31.0,242.0,241.0,,25.0,11.0,23.0,25.0,,3.0,99.0,415.0,11.0,3.0,227.0,41.0,48.0,14.0,,48.0,48.0,157.0,375.0,25.0,7.0,42.0,,554.0,7.0,3.0,7.0,33.0,128.0,916.0,13.0,13.0,7.0,6.0,4.0,8.0,26.0,1.0,3.0,2.0,,,,,,,,,1.0,,1.0,,,,,,4.0,4.0,29.0,,,,,,,29.0,,4.0,1.0,1.0,,,2.0,,,,,4.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4844,257772.0,Nacer Chadli,Nacer,Chadli,1989-08-02,Belgium,Belgium,11.0,M,Left/Centre/Right Attacking Midfielder,22,308.0,199.0,14.0,2.0,10.0,8.0,,441.0,29.0,42.0,630.0,6.0,50.0,34.0,24.0,7.0,103.0,83.0,25.0,3.0,4.0,1.0,8.0,3.0,,6.0,6.0,6.0,10.0,2.0,19.0,27.0,3.0,27.0,,3.0,1.0,151.0,66.0,2.0,21.0,10.0,9.0,8.0,35.0,13.0,32.0,126.0,90.0,2.0,26.0,88.0,3.0,20.0,,194.0,15.0,24.0,18.0,6.0,2.0,64.0,13.0,13.0,,159.0,63.0,44.0,5.0,1.0,1453.0,12.0,19.0,6.0,723.0,,185.0,95.0,37.0,245.0,245.0,2.0,28.0,36.0,21.0,238.0,,18.0,220.0,613.0,13.0,31.0,212.0,26.0,26.0,45.0,6.0,54.0,48.0,284.0,584.0,6.0,31.0,53.0,2.0,742.0,34.0,9.0,9.0,21.0,8.0,1050.0,28.0,28.0,12.0,15.0,25.0,20.0,14.0,1.0,13.0,1.0,,,7.0,,,4.0,4.0,,3.0,1.0,2.0,,,8.0,4.0,,2.0,4.0,18.0,,1.0,1.0,3.0,1.0,2.0,18.0,,,,6.0,,,1.0,,,1.0,3.0,29.0,2.0,1.0,2.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,3.0,1.0,,,3.0,1.0,,,,1.0,1.0,1.0,,,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,288996.0,Nathaniel Chalobah,Nathaniel,Chalobah,1994-12-12,Sierra Leone,England,12.0,M,Centre Defensive Midfielder,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039,40569.0,Marouane Chamakh,Marouane,Chamakh,1984-01-10,Morocco,Morocco,27.0,F,Centre Striker,22,0.0,199.0,8.0,,2.0,2.0,,471.0,137.0,8.0,668.0,,205.0,162.0,32.0,12.0,194.0,135.0,32.0,,,,7.0,1.0,,2.0,3.0,,,1.0,1.0,8.0,2.0,5.0,3.0,1.0,,234.0,123.0,1.0,40.0,,27.0,,7.0,1.0,56.0,361.0,289.0,1.0,46.0,125.0,18.0,51.0,,252.0,27.0,38.0,35.0,3.0,4.0,253.0,22.0,22.0,,219.0,50.0,27.0,17.0,2.0,2308.0,11.0,23.0,10.0,926.0,1.0,134.0,136.0,45.0,429.0,429.0,14.0,22.0,87.0,40.0,234.0,,7.0,264.0,655.0,29.0,34.0,240.0,15.0,46.0,57.0,,8.0,8.0,419.0,707.0,2.0,157.0,12.0,12.0,939.0,17.0,19.0,5.0,53.0,,1379.0,55.0,55.0,55.0,10.0,25.0,9.0,42.0,9.0,48.0,,,2.0,13.0,1.0,1.0,11.0,,5.0,4.0,,1.0,,,,3.0,2.0,1.0,5.0,43.0,,5.0,3.0,2.0,1.0,2.0,43.0,,,,6.0,1.0,2.0,5.0,,1.0,,4.0,172.0,1.0,4.0,,,,,,1.0,,,,,,3.0,7.0,3.0,,1.0,1.0,,,,,3.0,2.0,,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
4620,302341.0,Calum Chambers,Calum,Chambers,1995-01-20,England,England,16.0,D,Centre/Right Central Defender,22,74.0,329.0,27.0,,18.0,18.0,,373.0,7.0,25.0,684.0,186.0,32.0,41.0,22.0,3.0,117.0,78.0,12.0,,,,2.0,,,,1.0,,2.0,1.0,3.0,5.0,1.0,3.0,,,1.0,178.0,93.0,7.0,44.0,,15.0,,46.0,41.0,16.0,107.0,113.0,7.0,71.0,136.0,1.0,21.0,,337.0,18.0,29.0,24.0,5.0,1.0,90.0,37.0,37.0,,328.0,122.0,67.0,9.0,13.0,1641.0,8.0,4.0,1.0,853.0,5.0,9.0,296.0,50.0,353.0,353.0,10.0,47.0,36.0,44.0,18.0,1.0,4.0,163.0,677.0,24.0,12.0,394.0,60.0,71.0,44.0,,87.0,87.0,226.0,554.0,35.0,7.0,44.0,,861.0,5.0,3.0,4.0,45.0,216.0,1481.0,25.0,25.0,11.0,5.0,17.0,12.0,38.0,,3.0,7.0,,,1.0,,,2.0,,,,,2.0,,,2.0,1.0,,4.0,8.0,44.0,1.0,,,,,,44.0,,2.0,2.0,7.0,,,2.0,,1.0,,,10.0,,,,1.0,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4172,5780.0,Cheick Tioté,Cheick,Tiote,1986-06-21,,,24.0,M,Centre Defensive Midfielder,22,132.0,1077.0,103.0,,2.0,2.0,,749.0,26.0,125.0,1824.0,6.0,49.0,40.0,33.0,25.0,250.0,154.0,22.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,9.0,7.0,23.0,11.0,40.0,33.0,11.0,40.0,3.0,3.0,2.0,285.0,284.0,12.0,75.0,8.0,46.0,3.0,5.0,7.0,42.0,208.0,238.0,12.0,72.0,240.0,6.0,66.0,2.0,585.0,31.0,47.0,39.0,8.0,2.0,137.0,66.0,66.0,,645.0,309.0,218.0,17.0,20.0,2764.0,12.0,13.0,12.0,2059.0,13.0,204.0,174.0,54.0,385.0,385.0,10.0,113.0,161.0,75.0,577.0,,24.0,233.0,1798.0,60.0,25.0,1149.0,187.0,72.0,52.0,1.0,15.0,14.0,358.0,958.0,23.0,26.0,183.0,,2092.0,44.0,3.0,2.0,106.0,6.0,2726.0,39.0,39.0,55.0,13.0,40.0,5.0,70.0,10.0,5.0,2.0,,,,,,,1.0,,1.0,1.0,7.0,,,,,,6.0,3.0,49.0,3.0,,,1.0,,1.0,49.0,1.0,2.0,2.0,5.0,1.0,,4.0,,2.0,,1.0,9.0,,6.0,2.0,1.0,,2.0,,1.0,1.0,1.0,,,,,,,,,3.0,,,,,,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2936,315682.0,James Chester,James,Chester,1989-01-23,England,Wales,,D,Centre Central Defender,22,125.0,377.0,25.0,,1.0,1.0,,195.0,3.0,46.0,571.0,3.0,45.0,46.0,24.0,6.0,154.0,132.0,4.0,,,,7.0,2.0,,4.0,,,,,,2.0,,1.0,,1.0,,55.0,109.0,7.0,24.0,1.0,17.0,,2.0,1.0,9.0,85.0,107.0,7.0,105.0,80.0,,14.0,,314.0,22.0,30.0,23.0,7.0,,98.0,47.0,47.0,,191.0,163.0,98.0,13.0,18.0,1868.0,2.0,2.0,2.0,695.0,21.0,17.0,118.0,8.0,164.0,164.0,,72.0,37.0,24.0,147.0,,7.0,52.0,564.0,19.0,4.0,420.0,49.0,105.0,12.0,,3.0,3.0,104.0,290.0,31.0,4.0,78.0,,707.0,10.0,3.0,2.0,43.0,6.0,1017.0,12.0,12.0,10.0,6.0,10.0,3.0,30.0,,,4.0,,,6.0,,,6.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,5.0,5.0,66.0,1.0,1.0,,,,,66.0,,5.0,3.0,,,,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,6.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4161,163747.0,Chicharito,Javier,Hernández Balcázar,1988-06-01,Mexico,Mexico,14.0,F,Centre Striker,22,0.0,44.0,5.0,,,,,137.0,33.0,11.0,181.0,,18.0,4.0,24.0,,63.0,51.0,10.0,,4.0,,6.0,8.0,,3.0,3.0,1.0,,2.0,3.0,21.0,5.0,11.0,3.0,2.0,2.0,64.0,17.0,,3.0,3.0,2.0,,10.0,3.0,16.0,47.0,27.0,,2.0,20.0,5.0,6.0,,39.0,6.0,9.0,9.0,,,20.0,3.0,3.0,,57.0,6.0,6.0,10.0,,839.0,6.0,7.0,11.0,197.0,1.0,17.0,45.0,18.0,98.0,98.0,3.0,1.0,13.0,3.0,50.0,,7.0,68.0,168.0,1.0,13.0,48.0,5.0,2.0,12.0,,13.0,13.0,91.0,175.0,,34.0,12.0,10.0,210.0,21.0,3.0,18.0,5.0,,338.0,28.0,28.0,14.0,10.0,5.0,6.0,4.0,2.0,3.0,,1.0,2.0,6.0,,1.0,2.0,2.0,4.0,5.0,1.0,,,,3.0,3.0,4.0,1.0,4.0,,,4.0,4.0,3.0,2.0,3.0,,1.0,,,3.0,,,,1.0,,,1.0,10.0,2.0,3.0,1.0,,2.0,,,,,1.0,,,,1.0,,1.0,1.0,2.0,,,,,1.0,1.0,,1.0,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4651,168397.0,Chico Flores,Jose Manuel,Flores Moreno,1987-03-06,Spain,Spain,15.0,D,Centre Central Defender,22,160.0,1137.0,59.0,,1.0,1.0,,506.0,2.0,117.0,1642.0,3.0,77.0,87.0,31.0,15.0,210.0,134.0,4.0,,4.0,,5.0,,,2.0,3.0,,3.0,2.0,4.0,6.0,3.0,13.0,1.0,1.0,1.0,86.0,159.0,5.0,39.0,8.0,31.0,,3.0,6.0,10.0,162.0,194.0,5.0,202.0,123.0,2.0,39.0,,758.0,30.0,44.0,37.0,7.0,,124.0,94.0,94.0,2.0,667.0,351.0,269.0,15.0,17.0,2690.0,,4.0,8.0,1768.0,14.0,31.0,228.0,14.0,222.0,222.0,2.0,102.0,55.0,39.0,316.0,,9.0,99.0,1589.0,18.0,4.0,1205.0,98.0,202.0,23.0,,9.0,9.0,155.0,631.0,65.0,2.0,172.0,,1827.0,25.0,,1.0,78.0,3.0,2353.0,9.0,9.0,22.0,8.0,16.0,5.0,57.0,5.0,2.0,19.0,,,10.0,,1.0,8.0,8.0,2.0,4.0,,1.0,,,1.0,1.0,,8.0,8.0,119.0,3.0,2.0,,,,,119.0,1.0,3.0,20.0,,2.0,,3.0,1.0,1.0,3.0,,5.0,,,,,,,,2.0,,,,,,1.0,4.0,3.0,1.0,,2.0,,,,1.0,,4.0,,2.0,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,
